"","id","gender","age","education","is_capital","income","ideology","DemPolGrievence","PolicyPolGrievence","EUPolGrievence","EconGrievenceRetro","EconGrievenceProspInd","EconGrievenceProspAgg","NatPride","NativeRights","NativeJobs","LawOrder","Chauvinism","ChristianSchool","GayNeighbor","GayPartner","ForNeighbor","ForPartner","Ukraine","DemonstrateNational","DemonstrateTrad"
"249",249,1,4,2,0,2,3,4,4,4,3,3,5,4,4,4,3,2,4,4,2,3,1,2,1,1
"250",250,1,1,2,0,4,3,2,2,2,2,2,2,2,4,3,3,2,2,3,3,3,3,4,1,1
"251",251,0,3,2,0,5,3,4,4,2,4,5,5,4,1,3,4,2,1,2,4,2,1,2,1,1
"252",252,0,4,2,0,3,4,2,3,1,3,4,4,3,4,4,4,3,3,2,4,2,2,3,1,1
"253",253,0,2,1,0,4,4,4,4,3,3,4,5,1,1,4,3,4,2,2,4,2,2,4,1,1
"254",254,0,3,1,0,3,4,3,4,3,4,5,5,4,4,4,4,2,2,4,4,3,3,5,1,1
"255",255,0,4,2,0,2,2,2,3,2,4,4,4,3,4,2,4,2,3,2,2,2,2,3,1,1
"256",256,1,1,3,0,4,3,2,2,2,3,3,4,4,4,1,1,1,2,2,2,2,2,3,1,1
"257",257,1,4,2,0,2,3,4,4,3,3,3,5,4,3,4,3,2,4,4,4,4,4,5,1,1
"258",258,1,3,2,0,5,2,3,3,3,4,5,4,3,4,4,2,1,3,3,4,2,3,3,1,1
"259",259,0,3,1,0,5,2,3,4,3,3,3,4,4,2,3,2,2,2,3,3,1,2,2,1,1
"260",260,1,4,3,0,2,3,3,3,3,3,3,5,4,2,3,2,1,3,2,2,2,2,3,1,1
"261",261,1,1,3,0,2,3,3,3,3,4,4,4,4,3,3,2,2,4,4,4,3,3,4,1,1
"262",262,0,2,2,0,4,3,3,3,2,4,4,5,3,4,4,3,3,1,1,1,2,2,2,1,1
"263",263,1,2,3,0,5,3,3,3,2,3,3,3,3,4,2,3,2,3,2,4,2,2,3,1,1
"264",264,1,4,1,0,2,3,2,3,1,4,4,4,3,3,4,3,2,3,2,3,2,2,3,1,1
"265",265,1,1,2,0,1,3,2,3,2,4,4,4,3,3,4,2,1,2,4,1,2,1,3,1,1
"266",266,1,3,3,0,4,4,4,3,2,4,5,4,3,1,4,3,2,3,3,4,2,2,3,1,2
"267",267,1,3,1,0,3,3,3,4,3,4,5,5,3,3,4,3,2,4,4,4,3,3,4,1,1
"268",268,1,2,2,0,4,3,2,4,1,4,3,3,4,4,4,3,1,3,2,2,4,4,5,1,1
"269",269,1,2,2,0,3,3,4,4,3,4,5,5,2,2,3,2,2,3,2,2,2,1,2,1,1
"270",270,1,2,3,0,5,3,2,2,1,2,2,2,3,2,2,2,2,2,1,1,1,1,2,1,1
"271",271,1,3,1,0,3,3,2,2,2,3,3,4,4,3,4,2,2,3,1,1,2,2,2,1,1
"272",272,0,3,1,0,4,3,3,4,2,3,4,4,4,4,4,3,3,1,2,2,2,2,3,1,1
"273",273,0,2,2,0,5,4,3,3,3,4,4,4,4,4,3,3,3,4,2,2,2,2,3,2,2
"274",274,1,3,2,0,5,3,4,4,3,5,5,5,3,4,4,4,3,1,2,2,3,4,4,1,1
"275",275,1,2,1,0,3,3,2,3,1,4,2,2,4,3,2,2,4,1,1,1,1,1,2,2,1
"276",276,0,3,1,0,5,1,4,4,4,5,5,5,3,4,4,4,4,2,2,2,2,2,3,2,1
"277",277,0,4,3,0,3,4,3,3,3,4,4,5,3,4,3,3,3,4,3,3,3,3,3,1,1
"278",278,0,1,2,0,5,3,3,3,1,2,3,5,2,2,1,2,2,2,1,1,1,1,2,1,1
"279",279,0,4,1,1,3,2,4,4,4,5,5,5,3,3,3,3,3,3,3,3,2,3,3,1,1
"280",280,1,1,1,1,3,3,2,3,3,2,4,2,3,3,4,2,3,3,2,3,2,3,5,2,3
"281",281,0,4,1,1,2,3,4,4,1,4,4,5,4,4,4,4,4,4,3,3,2,2,3,1,1
"282",282,0,2,3,1,5,2,3,4,2,2,3,4,3,4,3,3,3,2,2,2,2,2,3,1,1
"283",283,1,1,1,1,1,4,3,3,2,4,2,3,2,3,2,3,3,3,2,1,1,2,2,1,1
"284",284,1,2,2,1,4,3,2,2,2,4,4,4,3,3,3,2,3,3,3,3,2,2,3,1,1
"285",285,1,4,3,1,3,2,2,2,1,3,3,3,3,3,3,2,1,2,2,1,1,1,2,1,1
"286",286,0,1,2,1,1,3,2,3,2,3,4,2,3,2,1,1,1,2,1,2,1,1,2,1,1
"287",287,1,3,1,1,3,3,4,3,2,4,5,5,4,2,4,2,2,1,1,1,1,1,2,1,1
"288",288,0,4,1,1,3,3,2,3,2,5,5,4,3,1,3,2,1,1,3,3,2,2,3,1,1
"289",289,0,3,1,1,3,3,4,4,4,5,4,5,4,3,4,3,3,3,4,4,4,4,5,3,1
"290",290,0,1,2,1,5,4,4,4,4,3,2,2,4,3,4,3,3,2,3,3,3,3,4,4,2
"291",291,0,1,2,1,5,3,2,4,3,4,4,5,1,4,4,3,2,1,3,3,3,3,4,1,1
"292",292,0,4,3,1,4,3,2,4,2,4,3,4,3,4,4,3,3,2,4,4,4,4,5,1,1
"293",293,1,3,3,1,5,5,4,4,4,4,4,4,2,4,4,4,2,2,4,4,4,4,5,2,1
"294",294,1,3,3,1,5,4,1,2,1,3,3,4,4,2,2,3,2,2,2,2,2,3,3,1,1
"295",295,0,4,2,1,2,2,4,4,2,5,5,5,3,4,4,4,2,4,3,3,3,3,4,1,1
"296",296,1,3,2,1,5,5,4,4,4,4,5,5,4,4,4,4,3,4,3,3,3,4,4,1,2
"297",297,1,3,2,1,3,4,3,3,2,3,3,4,3,2,3,2,3,4,3,3,2,3,4,1,1
"298",298,1,1,3,1,5,3,4,4,3,2,3,4,3,4,3,2,1,1,1,1,1,2,2,1,1
"299",299,0,3,1,0,5,4,2,3,2,3,4,5,2,1,4,2,3,3,3,4,3,4,3,1,1
"300",300,0,2,3,0,4,2,3,3,2,2,3,4,3,4,4,2,2,3,2,2,2,2,3,1,1
"301",301,0,3,3,0,5,3,4,4,4,5,5,5,2,1,4,3,2,3,3,3,3,3,4,1,1
"302",302,1,4,1,0,2,1,4,4,4,5,5,5,4,4,4,4,2,3,4,4,3,3,5,1,1
"303",303,1,1,2,0,4,5,3,3,2,3,2,2,3,4,3,2,1,2,1,1,1,1,2,1,1
"304",304,1,1,3,0,4,3,3,4,3,5,4,4,3,4,4,2,1,2,3,4,3,3,4,1,1
"305",305,0,2,2,0,4,3,3,4,2,4,4,4,3,3,3,3,3,3,2,1,3,1,3,1,1
"306",306,0,4,1,0,2,3,3,3,2,3,4,4,3,3,3,3,3,3,3,3,3,3,4,1,1
"307",307,1,2,2,0,5,3,2,4,2,3,2,2,3,4,4,3,3,1,2,2,2,4,3,1,1
"308",308,0,1,1,0,4,3,4,3,3,4,4,4,3,4,4,3,1,2,2,2,2,2,2,1,1
"309",309,1,1,2,0,4,4,1,1,1,4,4,4,4,4,3,4,4,3,2,2,2,2,3,1,1
"310",310,0,4,1,0,2,2,4,4,4,5,5,5,4,3,4,3,4,4,4,4,4,4,5,3,1
"311",311,1,4,2,0,3,3,4,4,4,5,5,5,3,1,2,3,2,2,2,2,2,2,3,1,1
"312",312,1,3,3,0,4,3,4,4,4,5,5,4,3,4,4,3,2,2,2,3,4,4,5,1,1
"313",313,1,4,1,0,3,3,3,4,2,3,4,4,3,4,4,2,1,3,4,4,2,2,3,1,1
"314",314,1,3,1,0,5,3,2,2,2,3,3,4,4,4,4,3,2,1,3,4,3,3,4,1,1
"315",315,1,2,1,0,3,5,4,4,1,3,3,2,3,4,4,2,2,3,2,2,3,3,4,1,1
"316",316,1,1,3,0,4,1,2,2,1,3,3,4,2,1,1,1,1,1,1,1,1,1,2,1,1
"317",317,0,2,2,0,4,3,3,3,3,4,4,4,3,4,3,3,3,2,2,2,2,3,3,2,1
"318",318,0,3,2,0,3,3,4,4,4,5,5,5,4,3,4,3,4,1,2,2,2,3,4,2,2
"319",319,0,3,2,0,4,5,4,4,2,4,5,5,4,3,4,4,4,4,2,4,2,3,3,1,1
"320",320,1,4,1,0,2,1,4,4,4,5,5,5,3,4,3,4,4,4,4,4,4,4,5,1,1
"321",321,0,3,2,0,5,3,2,2,2,4,2,2,4,1,2,2,2,2,1,1,1,1,2,1,1
"322",322,0,3,1,0,3,2,3,3,3,4,5,5,3,3,4,3,4,3,3,4,3,3,3,1,1
"323",323,0,3,3,0,4,5,2,3,1,2,3,4,3,2,2,1,1,1,1,1,2,1,2,1,1
"324",324,1,3,3,0,4,3,3,3,3,3,3,5,3,4,4,3,2,2,2,3,2,2,3,1,1
"325",325,0,4,1,0,4,2,2,3,2,4,4,4,2,4,4,4,4,3,2,2,2,2,3,1,1
"326",326,0,2,2,0,5,3,1,1,1,4,2,2,4,3,3,1,1,2,2,2,2,2,3,1,1
"327",327,0,2,3,0,5,3,4,4,2,5,4,5,2,3,3,2,4,1,2,2,2,2,3,1,1
"328",328,0,2,2,0,5,2,3,4,2,4,3,4,3,2,4,3,4,1,3,3,1,3,2,1,1
"329",329,0,1,1,0,1,4,1,2,1,3,3,2,3,3,4,4,3,1,1,1,1,2,3,1,1
"330",330,1,4,2,0,2,3,2,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4,5,1,1
"331",331,0,4,1,0,2,2,3,4,3,4,4,4,3,4,4,3,3,2,2,3,4,4,5,1,1
"332",332,0,4,2,0,3,2,2,2,2,3,3,3,4,3,2,3,2,3,2,3,2,3,3,3,1
"333",333,1,2,3,0,4,2,3,3,3,5,5,5,2,4,2,2,2,2,1,1,3,3,3,1,1
"334",334,1,4,1,0,2,2,3,3,3,4,4,4,2,2,3,2,2,2,3,3,2,3,3,1,1
"335",335,1,3,2,0,3,2,3,4,2,4,5,5,3,3,4,3,2,2,2,3,2,2,3,1,1
"336",336,0,4,1,0,3,1,4,4,4,5,5,5,4,4,4,4,4,3,4,4,4,4,5,1,1
"337",337,0,1,1,0,3,3,4,4,4,3,4,4,2,3,4,3,1,1,1,4,1,1,2,1,1
"338",338,1,3,2,0,5,3,3,2,1,4,3,4,4,4,3,4,2,4,4,4,2,3,3,1,1
"339",339,1,4,1,0,2,5,2,2,2,2,2,2,3,4,4,2,3,2,2,3,2,3,4,1,1
"340",340,1,1,3,0,4,3,2,2,2,3,2,1,3,3,4,2,3,1,2,2,2,2,3,1,1
"341",341,0,2,3,0,5,3,2,2,2,4,4,4,3,4,4,3,1,3,3,3,2,2,4,1,1
"342",342,1,4,2,0,2,2,2,2,2,4,4,4,4,4,4,4,4,4,3,3,3,3,4,1,1
"343",343,0,4,2,0,2,1,3,4,2,4,4,5,3,4,4,4,4,1,4,4,4,4,5,1,1
"344",344,1,2,1,0,4,5,2,2,2,3,3,4,3,1,4,3,3,3,2,2,2,2,3,1,1
"345",345,0,3,2,0,4,3,4,4,4,5,5,4,3,4,4,3,1,4,3,3,3,3,2,2,1
"346",346,1,2,2,0,2,3,3,3,2,3,3,4,4,4,4,2,3,4,4,4,4,4,5,1,1
"347",347,1,1,2,0,4,4,3,2,1,3,3,4,4,3,3,1,1,2,1,2,1,2,2,1,1
"348",348,0,2,1,0,1,3,4,4,4,4,4,5,2,4,4,4,3,4,4,4,4,4,5,4,1
"349",349,0,4,1,0,2,5,3,3,3,5,5,4,3,3,2,3,2,3,4,4,4,4,5,1,1
"350",350,0,4,1,0,4,1,3,4,2,4,3,4,4,3,4,3,3,2,2,2,2,3,3,1,1
"351",351,1,2,2,0,5,3,2,2,2,3,4,4,3,2,3,3,1,3,1,1,1,1,2,1,1
"352",352,1,4,1,0,2,4,2,2,1,3,3,4,4,2,4,4,4,4,3,4,1,3,2,1,1
"353",353,1,1,1,0,2,2,3,3,2,4,4,4,3,2,3,3,1,1,1,1,1,1,2,1,1
"354",354,1,2,3,0,4,4,3,3,2,5,5,5,4,3,3,3,1,3,3,3,2,2,3,1,1
"355",355,0,3,2,0,5,3,4,4,3,4,5,5,3,4,3,4,3,3,3,3,3,4,4,1,1
"356",356,0,2,3,0,5,3,3,4,2,4,4,5,3,4,4,3,1,2,2,4,4,4,5,1,1
"357",357,1,2,3,0,5,3,4,4,2,4,3,4,4,3,4,2,1,3,2,2,2,2,3,1,1
"358",358,0,2,2,0,4,5,3,4,2,4,4,4,4,3,3,3,1,1,2,3,2,2,3,1,1
"359",359,0,2,2,0,5,2,2,2,1,3,3,4,4,4,4,3,2,2,4,4,4,4,3,1,1
"360",360,1,2,3,0,5,3,2,3,2,4,4,4,3,3,2,3,3,3,2,2,2,1,2,1,2
"361",361,0,4,1,0,2,3,4,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,5,1,1
"362",362,0,3,1,0,5,3,4,4,2,3,4,4,3,3,3,2,3,3,3,3,2,2,3,1,1
"363",363,0,1,1,0,1,3,2,3,1,2,3,4,2,2,1,2,2,2,1,1,1,1,2,2,1
"364",364,1,3,2,0,3,2,4,4,4,4,5,5,2,3,4,3,3,3,2,2,2,2,3,2,1
"365",365,1,2,3,0,5,3,3,4,1,3,2,2,2,3,4,2,2,1,1,2,3,3,3,1,1
"366",366,0,3,1,0,4,1,4,4,3,5,4,5,4,4,4,3,3,4,2,2,2,2,3,1,1
"367",367,0,1,2,0,5,2,4,4,3,4,4,5,3,4,3,2,1,1,2,2,2,2,4,3,2
"368",368,1,2,2,0,3,3,3,4,2,3,4,5,3,4,4,3,3,3,2,3,2,3,3,3,1
"369",369,0,3,1,0,3,3,3,3,2,4,4,4,4,3,3,2,2,3,2,2,2,2,3,1,1
"370",370,0,2,1,0,4,3,3,3,3,4,5,5,3,4,4,2,3,2,3,3,3,3,4,1,1
"371",371,0,3,1,0,4,4,4,4,3,4,4,4,2,4,4,3,4,4,3,3,4,4,5,1,1
"372",372,1,4,1,0,3,2,2,3,2,4,5,4,3,3,4,4,3,4,3,3,3,3,3,1,1
"373",373,1,3,1,0,2,3,4,4,3,4,4,4,2,3,4,3,2,4,3,4,4,4,5,1,1
"374",374,0,2,1,0,5,3,4,4,4,4,5,5,1,4,4,3,2,1,1,3,2,3,3,1,2
"375",375,1,2,3,0,4,3,4,3,2,4,4,5,2,3,3,2,3,3,2,2,2,3,3,2,2
"376",376,1,2,3,0,5,4,4,4,3,3,4,4,1,3,4,1,2,3,1,2,2,3,4,1,1
"377",377,0,3,1,0,4,4,3,3,2,4,4,4,2,3,3,3,3,3,2,3,2,3,3,1,1
"378",378,1,1,2,0,2,3,3,3,3,4,3,4,2,4,3,3,2,2,4,4,2,3,3,1,1
"379",379,1,3,3,0,4,2,3,4,2,3,3,4,4,4,4,3,1,3,3,3,2,4,2,1,1
"380",380,1,3,2,0,3,5,3,3,3,4,4,4,3,2,4,3,2,3,4,3,2,2,3,1,1
"381",381,0,2,1,0,5,3,4,4,4,3,3,5,2,4,4,4,4,1,1,1,1,1,2,1,1
"382",382,1,4,1,0,3,3,3,3,3,3,4,5,4,3,2,4,3,3,4,4,2,4,3,1,1
"383",383,1,3,2,0,3,3,3,3,3,2,3,4,3,4,3,3,3,3,2,3,2,2,3,1,1
"384",384,0,1,1,0,1,3,3,3,3,4,4,4,3,2,4,3,4,3,1,1,1,2,3,1,1
"385",385,0,3,1,0,5,4,3,4,2,4,4,5,4,4,4,1,1,3,2,3,2,2,3,1,1
"386",386,0,3,2,0,5,3,2,4,2,1,2,5,3,4,3,4,2,1,3,3,3,3,3,1,1
"387",387,1,1,2,0,4,3,2,2,1,3,2,2,3,3,3,2,3,3,3,4,2,2,4,2,1
"388",388,1,4,1,0,2,1,4,4,3,5,5,5,4,4,4,4,3,3,3,3,2,2,3,2,2
"389",389,0,3,2,0,5,3,3,3,2,5,5,5,2,4,4,3,3,2,3,4,3,3,5,1,1
"390",390,0,2,3,0,5,4,1,1,1,2,3,3,3,3,3,3,4,4,1,2,2,3,2,1,1
"391",391,0,2,1,0,2,3,3,3,2,3,4,4,3,4,4,3,3,3,3,3,3,3,3,1,1
"392",392,0,2,2,0,5,1,3,4,4,5,5,5,4,4,4,4,4,4,3,4,2,2,3,4,1
"393",393,0,4,1,0,4,3,3,4,2,4,3,4,4,3,2,2,2,3,3,3,2,2,3,1,1
"394",394,1,3,3,0,4,4,2,3,1,3,3,3,3,3,3,3,2,2,1,1,2,3,2,1,1
"395",395,1,4,3,0,3,4,3,3,3,4,3,4,3,3,4,3,3,3,4,4,2,2,3,2,1
"396",396,1,1,3,0,3,3,1,1,1,2,2,1,4,4,4,4,4,4,4,4,3,4,3,1,1
"397",397,1,4,1,0,2,3,2,2,1,3,3,3,3,4,4,3,2,3,4,4,4,4,5,1,1
"398",398,0,3,2,0,2,3,2,2,2,2,4,3,2,2,3,4,3,3,4,4,3,3,4,4,4
"399",399,0,2,2,0,4,3,4,4,3,4,4,5,2,4,4,4,3,3,4,4,2,2,3,2,2
"400",400,0,2,1,0,3,4,2,3,1,4,4,4,4,3,4,3,4,2,2,2,2,2,3,1,1
"401",401,0,4,3,0,2,3,3,3,3,4,4,5,3,4,3,3,2,3,3,2,2,2,3,1,1
"402",402,1,2,2,0,3,3,1,2,1,3,4,4,3,4,4,3,2,4,2,4,2,3,3,1,1
"403",403,1,3,2,0,3,1,3,4,2,3,5,5,4,4,4,3,2,4,4,4,2,1,5,1,1
"404",404,1,4,2,0,2,2,2,2,3,3,3,3,3,3,4,3,3,4,4,4,4,4,5,1,1
"405",405,1,2,1,0,2,3,3,3,2,4,4,4,3,3,3,3,2,3,4,4,4,4,5,1,1
"406",406,1,2,3,0,5,4,3,2,2,3,2,3,3,2,1,3,1,2,1,1,2,3,3,1,1
"407",407,1,2,2,0,5,4,4,4,3,4,5,4,3,2,3,4,1,1,1,3,2,1,3,1,1
"408",408,0,3,2,0,5,3,4,4,4,3,5,4,4,4,4,1,3,1,1,1,1,1,2,1,1
"409",409,0,1,1,0,1,4,3,3,1,3,3,3,3,4,4,3,1,2,2,2,2,2,3,1,1
"410",410,1,1,2,0,1,3,3,3,2,2,3,3,2,3,3,2,2,2,1,4,2,2,3,1,1
"411",411,0,4,1,0,4,4,3,4,2,5,3,5,3,4,4,3,4,4,4,3,1,1,3,1,1
"412",412,0,4,2,0,3,3,4,4,4,4,4,5,1,4,3,4,2,1,4,4,4,4,5,1,1
"413",413,0,4,2,0,5,2,3,3,3,4,4,4,4,4,2,3,4,4,4,4,1,1,2,1,1
"414",414,0,2,2,0,4,3,4,4,2,4,5,5,3,4,4,3,4,4,2,2,2,3,4,1,1
"415",415,0,2,3,0,5,1,3,4,2,4,4,4,3,4,4,3,4,2,4,4,2,3,3,1,1
"416",416,1,1,3,0,3,4,2,2,2,2,3,3,3,2,4,2,2,2,2,3,2,2,2,1,1
"417",417,0,1,2,0,3,3,3,3,2,2,3,4,1,3,3,2,3,2,2,2,3,3,4,1,1
"418",418,0,4,1,0,3,1,4,4,3,5,5,5,3,4,4,3,4,4,4,4,4,4,4,1,1
"419",419,1,2,1,0,1,3,2,3,1,3,4,5,3,4,4,3,1,3,1,1,2,1,2,1,1
"420",420,0,3,1,0,5,2,4,4,3,3,4,4,3,4,2,3,3,4,4,4,3,4,5,1,1
"421",421,1,4,2,0,2,4,1,3,1,4,4,4,4,3,4,3,1,2,1,2,2,2,3,1,1
"422",422,1,4,2,0,3,3,2,3,1,4,1,2,4,3,3,2,3,3,4,4,3,3,3,2,1
"423",423,0,5,2,0,2,4,3,4,3,5,5,5,3,1,4,4,3,3,3,4,3,3,4,1,1
"424",424,0,4,2,0,2,3,1,1,1,3,3,5,4,4,4,4,2,2,2,2,3,2,4,1,1
"425",425,1,4,1,0,3,3,4,4,2,5,5,4,4,4,4,3,2,3,2,2,4,3,4,1,1
"426",426,1,2,1,0,2,3,3,3,2,4,4,5,3,3,4,2,3,2,2,4,2,4,4,1,1
"427",427,0,2,3,0,4,2,2,4,2,4,5,5,3,4,4,2,4,3,4,4,3,3,4,1,1
"428",428,1,1,2,0,3,3,2,2,1,4,1,1,4,4,3,4,2,4,4,4,2,2,3,1,1
"429",429,0,1,2,0,2,3,3,2,1,1,2,4,4,4,4,2,1,2,3,2,1,1,3,1,1
"430",430,1,3,2,0,3,2,2,2,2,2,2,4,3,3,3,2,2,2,1,2,2,2,2,1,1
"431",431,1,4,1,0,3,2,4,3,2,5,5,5,3,4,4,4,2,3,3,3,3,3,4,1,1
"432",432,1,4,2,0,3,2,4,4,2,4,4,4,4,3,4,3,3,1,2,3,2,3,4,1,1
"433",433,1,1,3,0,5,3,4,3,2,4,3,4,2,3,4,2,1,2,2,3,2,2,3,1,1
"434",434,0,2,3,0,5,2,2,2,2,3,4,4,3,4,4,4,4,4,2,3,4,4,4,3,3
"435",435,0,2,3,0,5,3,4,4,3,5,5,5,3,4,4,4,3,1,2,2,3,3,4,1,1
"436",436,0,2,2,0,5,3,3,3,3,2,3,4,4,3,2,3,2,2,4,2,2,2,3,1,1
"437",437,1,3,1,0,3,1,4,4,3,4,4,5,2,4,4,4,2,2,1,2,4,3,4,3,3
"438",438,1,2,2,0,5,3,2,2,1,3,2,2,4,1,3,2,2,2,2,2,1,1,2,1,1
"439",439,1,2,3,0,5,3,4,3,2,3,3,4,1,1,1,2,2,2,1,1,1,1,2,1,1
"440",440,1,2,3,1,5,3,4,4,4,4,4,5,2,4,4,4,4,3,2,3,2,3,3,1,1
"441",441,1,2,3,1,4,4,2,2,3,2,2,2,3,2,3,3,3,2,2,4,3,4,5,2,3
"442",442,1,1,2,1,4,2,4,3,1,3,4,5,4,4,4,4,4,4,1,2,1,1,2,2,1
"443",443,1,3,2,1,3,2,3,4,2,4,4,4,3,3,3,3,2,3,2,2,2,3,3,1,1
"444",444,0,1,1,1,3,5,4,4,4,5,4,5,4,4,4,4,4,1,4,4,3,3,4,2,1
"445",445,0,5,1,1,3,5,2,2,2,3,4,4,3,3,4,3,3,4,4,4,2,2,3,1,1
"446",446,1,5,3,1,2,3,2,2,2,4,4,4,3,3,3,2,2,3,2,2,2,2,3,1,1
"447",447,0,3,1,1,3,4,2,3,1,5,4,5,4,2,3,3,3,2,1,2,1,2,2,1,1
"448",448,1,2,3,1,5,3,2,4,2,3,3,3,4,2,3,1,2,1,1,1,1,1,2,1,1
"449",449,0,2,3,1,4,3,3,3,2,4,3,3,3,3,4,2,3,3,2,3,3,3,5,1,1
"450",450,1,1,2,1,5,3,1,1,1,3,2,4,2,2,2,3,1,1,1,1,1,1,2,1,1
"451",451,1,2,3,1,3,3,2,3,2,4,3,5,3,4,4,3,1,1,2,2,2,2,3,1,1
"452",452,1,4,2,1,5,4,4,4,4,3,2,2,3,4,4,4,2,1,4,4,4,4,5,1,1
"453",453,0,3,2,1,5,5,4,4,4,5,5,5,2,1,4,1,1,1,3,3,3,3,4,1,1
"454",454,0,2,1,1,5,5,3,3,2,2,2,3,4,4,4,3,3,2,2,4,3,3,3,2,1
"455",455,0,2,3,1,5,1,3,4,1,4,4,4,3,1,1,1,1,1,4,4,4,4,5,1,1
"456",456,1,4,3,1,4,2,4,4,3,3,4,5,3,3,4,2,2,4,2,3,3,4,3,4,3
"457",457,0,3,2,1,5,3,3,4,2,4,4,4,2,2,2,2,4,3,2,3,2,2,3,1,1
"458",458,1,5,3,1,3,4,4,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,1,1
"459",459,1,4,2,0,2,1,2,3,2,5,5,5,2,1,4,3,1,4,3,3,3,4,4,1,1
"460",460,0,1,2,0,4,4,3,3,2,2,4,4,4,4,4,3,3,3,3,3,2,2,3,2,2
"461",461,0,1,2,0,3,4,2,2,2,4,3,2,3,3,4,3,3,2,2,2,2,2,3,1,1
"462",462,1,1,2,0,4,4,1,1,1,4,4,4,4,3,2,2,2,2,1,1,1,1,2,1,1
"463",463,0,4,1,0,3,3,3,3,3,5,5,4,3,4,1,4,3,2,2,2,2,2,3,1,1
"464",464,1,4,3,0,3,5,3,3,2,4,3,3,4,3,4,2,1,3,4,4,4,4,5,1,1
"465",465,0,4,1,0,3,3,3,4,4,4,4,4,2,4,4,3,2,2,4,4,4,4,5,3,4
"466",466,0,5,1,0,2,3,3,3,2,4,4,4,1,2,3,3,3,3,2,3,3,2,4,1,1
"467",467,1,4,2,0,3,2,3,3,2,3,4,4,3,3,4,4,2,3,4,4,4,4,5,1,1
"468",468,0,4,3,0,3,1,2,2,2,4,3,5,4,4,4,4,4,3,4,3,4,4,5,1,1
"469",469,0,4,1,0,3,3,4,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,5,1,1
"470",470,0,3,1,0,5,4,4,4,4,5,5,5,4,3,4,3,3,1,4,4,4,4,5,1,1
"471",471,1,3,1,0,3,3,4,3,3,4,3,4,4,3,4,3,3,3,3,4,4,4,5,4,1
"472",472,0,3,1,0,3,3,4,4,4,5,4,4,3,4,4,3,3,3,1,3,3,4,4,1,1
"473",473,0,2,2,0,5,3,4,4,2,3,4,4,3,4,4,2,2,2,2,2,2,2,3,1,1
"474",474,0,1,3,0,5,2,2,2,2,3,3,3,3,4,3,3,2,2,2,3,2,2,3,2,1
"475",475,0,1,2,0,4,4,3,2,2,2,2,2,4,4,4,3,2,2,4,4,4,4,4,1,1
"476",476,0,3,1,0,3,3,2,3,1,4,3,4,4,2,3,2,2,1,2,2,1,2,2,1,1
"477",477,1,4,1,0,2,3,3,3,3,4,3,4,3,4,3,3,2,2,2,2,3,3,3,1,1
"478",478,1,1,1,0,3,3,4,4,3,5,5,5,4,3,4,3,3,1,2,2,2,2,3,1,1
"479",479,0,2,3,0,5,5,4,4,2,4,4,4,4,3,4,4,4,3,4,4,3,4,4,1,1
"480",480,0,3,3,0,4,3,4,4,4,5,5,5,2,4,4,3,2,3,4,4,4,4,5,1,1
"481",481,1,2,3,0,5,3,3,3,1,4,2,2,3,1,1,1,1,1,1,1,1,1,2,1,1
"482",482,1,2,3,0,5,4,3,3,1,3,2,4,1,2,3,2,1,3,1,2,2,2,2,1,1
"483",483,1,4,1,0,2,2,4,4,4,4,5,4,4,4,4,4,2,4,3,4,3,4,4,1,1
"484",484,1,2,2,0,5,3,3,2,2,4,4,4,2,4,4,4,4,4,2,3,2,2,3,1,1
"485",485,1,1,1,0,3,4,1,2,1,3,2,1,4,3,4,1,1,2,2,2,2,2,3,1,1
"486",486,0,4,2,0,4,3,2,2,2,3,4,4,3,1,3,2,3,3,2,3,1,1,2,1,1
"487",487,1,4,2,0,2,2,3,3,2,3,3,5,4,4,4,3,4,4,4,4,3,3,4,1,1
"488",488,1,4,1,0,2,2,2,3,2,4,2,2,4,3,3,4,2,4,3,4,1,2,2,1,1
"489",489,1,5,1,0,2,3,3,3,3,4,4,5,3,2,4,3,2,3,2,3,3,3,4,1,1
"490",490,1,3,2,0,5,2,4,3,2,4,3,3,2,3,3,3,2,2,4,4,3,3,4,1,1
"491",491,0,3,2,0,4,4,2,2,1,3,3,3,4,4,4,4,4,2,2,2,2,2,3,1,1
"492",492,0,3,1,0,3,4,2,2,2,4,4,4,3,4,3,3,3,3,4,4,4,4,3,1,1
"493",493,0,1,2,0,1,2,3,4,2,4,3,4,2,1,3,2,3,2,3,3,4,4,5,1,1
"494",494,1,4,1,0,2,3,1,1,1,4,4,4,4,3,3,4,2,4,3,3,3,2,3,1,1
"495",495,0,1,1,0,4,3,4,4,4,5,5,5,2,4,2,4,2,3,1,1,2,2,3,1,1
"496",496,1,3,2,0,4,3,4,3,4,4,4,4,1,3,2,3,3,2,3,3,2,3,3,1,1
"497",497,1,3,2,0,2,3,4,4,4,5,5,5,1,1,4,1,1,4,4,4,4,4,3,3,1
"498",498,0,1,2,0,4,1,4,4,2,4,4,5,3,3,3,4,4,3,3,3,2,3,3,1,1
"499",499,1,2,2,0,5,3,3,3,3,4,4,4,3,3,4,3,1,1,2,2,3,4,3,1,1
